,book_name,author,rating_value,rating_num,price_buy_new,price_rent,category,details,rank,tag,tag_in,part_in
139,Small Teaching Online: Applying Learning Science in Online Classes,Flower Darby,4.7 out of 5,482 ratings,$27.99,Na,Schools & Teaching,"Publisher : Jossey-Bass; 1st edition (June 12, 2019)
Language : English
Hardcover : 288 pages
ISBN-10 : 1119619092
ISBN-13 : 978-1119619093
Item Weight : 1.05 pounds
Dimensions : 6.1 x 1.2 x 9.2 inches",Na,Na,Na,Na
140,"Continuous Delivery: Reliable Software Releases through Build, Test, and Deployment Automation (Addison-Wesley Signature Series (Fowler))",Jez Humble,4.6 out of 5,546 ratings,$54.49,Na,Programming,"ASIN : 0321601912
Publisher : Addison-Wesley Professional; 1st edition (July 27, 2010)
Language : English
Hardcover : 512 pages
ISBN-10 : 9780321601919
ISBN-13 : 978-0321601919
Item Weight : 2.12 pounds
Dimensions : 7.35 x 1.3 x 9.4 inches",,Na,Na,Na
141,"Cloud Auditing Best Practices: Perform Security and IT Audits across AWS, Azure, and GCP by building effective cloud auditing plans",Shinesa Cambric,5 out of 5,11 ratings,$44.99,Na,Networking & Cloud Computing,"Publisher : Packt Publishing (January 13, 2023)
Language : English
Paperback : 268 pages
ISBN-10 : 1803243775
ISBN-13 : 978-1803243771
Item Weight : 1.03 pounds
Dimensions : 7.5 x 0.61 x 9.25 inches",Na,Na,Na,Na
142,A New Kind of Science,Stephen Wolfram,4.3 out of 5,630 ratings,$14.95,Na,Physics,"Publisher : Wolfram Media; Illustrated edition (June 24, 2019)
Language : English
Paperback : 1280 pages
ISBN-10 : 1579550258
ISBN-13 : 978-1579550257
Item Weight : 4.8 pounds
Dimensions : 7.4 x 2.2 x 9.4 inches",Na,Na,Na,Na
143,WordPress: The Missing Manual: The Book That Should Have Been in the Box,Matthew MacDonald,4.5 out of 5,158 ratings,$24.49,Na,Programming,"Publisher : O'Reilly Media; 3rd edition (November 17, 2020)
Language : English
Paperback : 490 pages
ISBN-10 : 1492074160
ISBN-13 : 978-1492074168
Item Weight : 1.7 pounds
Dimensions : 7 x 1.1 x 9.2 inches",Na,Na,Na,Na
144,"CompTIA PenTest+ Certification All-in-One Exam Guide, Second Edition (Exam PT0-002)",Heather Linn,4.6 out of 5,22 ratings,$46.89,Na,Certification,"Publisher : McGraw Hill; 2nd edition (April 4, 2022)
Language : English
Paperback : 464 pages
ISBN-10 : 1264274890
ISBN-13 : 978-1264274895
Item Weight : 1.72 pounds
Dimensions : 7.1 x 1 x 8.9 inches",Na,Na,Na,Part of: All-in-One (17 books)
145,"Microsoft Power Apps Cookbook: Apply low-code recipes to solve everyday business challenges and become a Power Apps pro, 2nd Edition",Eickhel Mendoza,4.3 out of 5,16 ratings,$39.99,Na,Programming,"Publisher : Packt Publishing; 2nd ed. edition (August 30, 2022)
Language : English
Paperback : 414 pages
ISBN-10 : 180323802X
ISBN-13 : 978-1803238029
Item Weight : 1.56 pounds
Dimensions : 7.5 x 0.94 x 9.25 inches",Na,Na,Na,Na
146,Cybersecurity Career Master Plan: Proven techniques and effective tips to help you advance in your cybersecurity career,Dr. Gerald Auger,4.7 out of 5,183 ratings,$29.49,Na,Networking & Cloud Computing,"Publisher : Packt Publishing (September 13, 2021)
Language : English
Paperback : 280 pages
ISBN-10 : 1801073562
ISBN-13 : 978-1801073561
Item Weight : 1.07 pounds
Dimensions : 7.5 x 0.64 x 9.25 inches",Na,Na,Na,Na
147,Essential Math for AI: Next-Level Mathematics for Efficient and Successful AI Systems,Hala Nelson,Na,Na,$69.99,Na,Computer Science,"Publisher : O'Reilly Media; 1st edition (February 14, 2023)
Language : English
Paperback : 602 pages
ISBN-10 : 1098107632
ISBN-13 : 978-1098107635
Item Weight : 2.15 pounds
Dimensions : 6.75 x 1.25 x 9 inches",,Na,Na,Na
148,"Mapping Experiences: A Complete Guide to Customer Alignment Through Journeys, Blueprints, and Diagrams",James Kalbach,4.5 out of 5,211 ratings,$46.49,Na,Management & Leadership,"Publisher : O'Reilly Media; 2nd edition (February 9, 2021)
Language : English
Paperback : 436 pages
ISBN-10 : 1492076635
ISBN-13 : 978-1492076636
Item Weight : 1.55 pounds
Dimensions : 7.25 x 0.75 x 9 inches",,Na,Na,Na
149,Natural Language Processing with Transformers: Building Language Applications with Hugging Face,Lewis Tunstall,4.6 out of 5,123 ratings,$57.27,Na,Computer Science,"Publisher : O'Reilly Media; 1st edition (March 1, 2022)
Language : English
Paperback : 406 pages
ISBN-10 : 1098103246
ISBN-13 : 978-1098103248
Item Weight : 1.43 pounds
Dimensions : 7 x 0.84 x 9.19 inches",,Na,Na,Na
150,Security Chaos Engineering: Sustaining Resilience in Software and Systems,Kelly Shortridge,Na,Na,$59.99,Na,Programming,"Publisher : O'Reilly Media; 1st edition (May 16, 2023)
Language : English
Paperback : 340 pages
ISBN-10 : 1098113829
ISBN-13 : 978-1098113827
Item Weight : 1.11 pounds",Na,Na,Na,Na
151,CompTIA CySA+ Practice Tests: Exam CS0-002,Mike Chapple,4.7 out of 5,167 ratings,$25.99,Na,Certification,"Publisher : Sybex; 2nd edition (August 28, 2020)
Language : English
Paperback : 528 pages
ISBN-10 : 1119683793
ISBN-13 : 978-1119683797
Item Weight : 1.92 pounds
Dimensions : 7.3 x 1.2 x 9.1 inches",Na,Na,Na,Na
152,Samsung Galaxy S22 For Dummies,Bill Hughes,4.1 out of 5,35 ratings,$25.49,Na,Engineering,"Publisher : For Dummies; 1st edition (June 1, 2022)
Language : English
Paperback : 320 pages
ISBN-10 : 1119873061
ISBN-13 : 978-1119873068
Item Weight : 1.4 pounds
Dimensions : 7.3 x 0.7 x 9.1 inches",,Na,Na,Na
153,"Learning Deep Learning: Theory and Practice of Neural Networks, Computer Vision, Natural Language Processing, and Transformers Using TensorFlow",Magnus Ekman,4.7 out of 5,82 ratings,$45.49,Na,Computer Science,"Publisher : Addison-Wesley Professional; 1st edition (August 17, 2021)
Language : English
Paperback : 752 pages
ISBN-10 : 0137470355
ISBN-13 : 978-0137470358
Item Weight : 2.43 pounds
Dimensions : 7.3 x 1.1 x 9 inches",Na,Na,Na,Na
154,"Advanced Programming in the UNIX Environment, 3rd Edition",W. Stevens,4.7 out of 5,195 ratings,$55.99,Na,Programming,"Publisher : Addison-Wesley Professional; 3rd edition (May 14, 2013)
Language : English
Paperback : 1032 pages
ISBN-10 : 0321637739
ISBN-13 : 978-0321637734
Item Weight : 3.62 pounds
Dimensions : 7.4 x 2.5 x 9.1 inches",,Na,Na,Part of: Addison-Wesley Professional Computing (13 books)
155,"Extreme Programming Explained: Embrace Change, 2nd Edition (The XP Series)",Kent Beck,4.5 out of 5,473 ratings,$44.99,Na,Programming,"ASIN : 0321278658
Publisher : Addison-Wesley; 2nd edition (November 16, 2004)
Language : English
Paperback : 224 pages
ISBN-10 : 9780321278654
ISBN-13 : 978-0321278654
Item Weight : 1.01 pounds
Dimensions : 7.35 x 0.8 x 9.25 inches",,Na,Na,Na
156,Head First PMP: A Learner's Companion to Passing the Project Management Professional Exam,Jennifer Greene,4.6 out of 5,619 ratings,$64.14,$32.07,Management & Leadership,"Publisher : O'Reilly Media; 4th edition (September 25, 2018)
Language : English
Paperback : 924 pages
ISBN-10 : 1492029645
ISBN-13 : 978-1492029649
Item Weight : 3.85 pounds
Dimensions : 8 x 1.7 x 9.1 inches",,Na,Na,Part of: Head First (26 books)
157,Kubernetes in Action,Marko Luksa,4.7 out of 5,308 ratings,$50.61,Na,Programming,"ASIN : 1617293725
Publisher : Manning; 1st edition (January 20, 2018)
Language : English
Paperback : 624 pages
ISBN-10 : 9781617293726
ISBN-13 : 978-1617293726
Reading age : 1 year and up
Item Weight : 2.6 pounds
Dimensions : 7.38 x 1 x 9.25 inches",Na,Na,Na,Na
158,AWS Certified Security Study Guide: Specialty (SCS-C01) Exam,Marcello Zillo Neto,4.6 out of 5,134 ratings,$33.30,Na,Certification,"Publisher : Sybex; 1st edition (January 11, 2021)
Language : English
Paperback : 496 pages
ISBN-10 : 1119658810
ISBN-13 : 978-1119658818
Item Weight : 1.99 pounds
Dimensions : 7.38 x 1.12 x 9.25 inches",Na,Na,Na,Na
159,Management Information Systems: Managing the Digital Firm,Kenneth Laudon,4.4 out of 5,244 ratings,$234.66,$17.57,Management & Leadership,"Publisher : Pearson; 16th edition (September 15, 2020)
Language : English
Hardcover : 656 pages
ISBN-10 : 0135191793
ISBN-13 : 978-0135191798
Item Weight : 3.15 pounds
Dimensions : 8.8 x 1.2 x 11.15 inches",,Na,Na,Na
160,AI at the Edge: Solving Real-World Problems with Embedded Machine Learning,Daniel Situnayake,5 out of 5,1 rating,$64.99,Na,Computer Science,"Publisher : O'Reilly Media; 1st edition (February 14, 2023)
Language : English
Paperback : 512 pages
ISBN-10 : 1098120205
ISBN-13 : 978-1098120207
Item Weight : 1.79 pounds
Dimensions : 7.25 x 1 x 9.5 inches",Na,Na,Na,Na
161,Agile Retrospectives: Making Good Teams Great,Esther Derby,4.6 out of 5,490 ratings,$18.49,Na,Management & Leadership,"Publisher : Pragmatic Bookshelf; 1st edition (August 15, 2006)
Language : English
Paperback : 178 pages
ISBN-10 : 0977616649
ISBN-13 : 978-0977616640
Item Weight : 13.5 ounces
Dimensions : 7.5 x 0.5 x 9.25 inches",Na,Na,Na,Na
162,"Building Secure and Reliable Systems: Best Practices for Designing, Implementing, and Maintaining Systems",Heather Adkins,4.5 out of 5,123 ratings,$49.99,Na,Networking & Cloud Computing,"Publisher : O'Reilly Media; 1st edition (April 7, 2020)
Language : English
Paperback : 558 pages
ISBN-10 : 1492083127
ISBN-13 : 978-1492083122
Item Weight : 1.9 pounds
Dimensions : 6.93 x 1.18 x 8.9 inches",,Na,Na,Na
163,Effective Data Visualization: The Right Chart for the Right Data,Stephanie Evergreen,4.6 out of 5,148 ratings,$65.00,Na,Skills,"Publisher : SAGE Publications, Inc; 2nd edition (May 14, 2019)
Language : English
Paperback : 352 pages
ISBN-10 : 1544350880
ISBN-13 : 978-1544350882
Item Weight : 1.39 pounds
Dimensions : 7.38 x 0.8 x 9.13 inches",Na,Na,Na,Na
164,Starting Out with C++: Early Objects,Tony Gaddis,4.8 out of 5,70 ratings,$135.49,$67.75,Programming Languages,"Publisher : Pearson; 10th edition (March 25, 2019)
Language : English
Paperback : 1376 pages
ISBN-10 : 0135235006
ISBN-13 : 978-0135235003
Item Weight : 4.65 pounds
Dimensions : 7.9 x 1.7 x 9.9 inches",,Na,Na,Na
165,Wireshark 101: Essential Skills for Network Analysis - Second Edition: Wireshark Solution Series,Laura Chappell,4.7 out of 5,200 ratings,$49.95,Na,Networking & Cloud Computing,"Publisher : Laura Chappell University; 2nd ed. edition (March 14, 2017)
Language : English
Paperback : 408 pages
ISBN-10 : 1893939758
ISBN-13 : 978-1893939752
Item Weight : 1.6 pounds
Dimensions : 7.44 x 0.84 x 9.69 inches",Na,Na,Na,Na
166,AutoCAD & AutoCAD LT All-in-One Desk Reference For Dummies (For Dummies (Computer/Tech)),David Byrnes,4.3 out of 5,111 ratings,$29.99,Na,Graphics & Design,"Publisher : For Dummies (August 7, 2006)
Language : English
Paperback : 816 pages
ISBN-10 : 0471752606
ISBN-13 : 978-0471752608
Item Weight : 3.23 pounds
Dimensions : 7.5 x 1.65 x 9.25 inches",Na,#1 Best Seller,in AutoCAD Books,Na
167,Machine Learning For Dummies,John Paul Mueller,4.3 out of 5,65 ratings,$20.49,Na,Computer Science,"Publisher : For Dummies; 2nd edition (January 22, 2021)
Language : English
Paperback : 464 pages
ISBN-10 : 1119724015
ISBN-13 : 978-1119724018
Item Weight : 1.34 pounds
Dimensions : 7.38 x 1.05 x 9.25 inches",Na,Na,Na,Na
168,DeFi and the Future of Finance,Campbell R. Harvey,4.2 out of 5,361 ratings,$23.95,Na,Economics,"Publisher : Wiley; 1st edition (August 24, 2021)
Language : English
Hardcover : 208 pages
ISBN-10 : 1119836018
ISBN-13 : 978-1119836018
Reading age : 1 year and up
Item Weight : 14 ounces
Dimensions : 5.7 x 0.8 x 8.6 inches",Na,Na,Na,Na
169,Internet Security: A Hands-on Approach (Computer & Internet Security),Wenliang Du,5 out of 5,4 ratings,$52.95,Na,Networking & Cloud Computing,"Publisher : Wenliang Du; 3rd ed. edition (May 1, 2022)
Language : English
Paperback : 701 pages
ISBN-10 : 1733003967
ISBN-13 : 978-1733003964
Item Weight : 2.61 pounds
Dimensions : 7.5 x 1.58 x 9.25 inches",Na,Na,Na,Part of: Computer & Internet Security (3 books)
170,Cisco CyberOps Associate CBROPS 200-201 Official Cert Guide (Certification Guide),Omar Santos,4.6 out of 5,115 ratings,$49.99,Na,Certification,"Publisher : Cisco Press; 1st edition (December 20, 2020)
Language : English
Hardcover : 688 pages
ISBN-10 : 0136807836
ISBN-13 : 978-0136807834
Item Weight : 2.91 pounds
Dimensions : 7.6 x 1.6 x 9.3 inches",Na,Na,Na,Part of: Official Cert Guide (24 books)
171,Fundamentals of Data Visualization: A Primer on Making Informative and Compelling Figures,Claus O. Wilke,4.6 out of 5,201 ratings,$57.05,Na,Industries,"Publisher : O'Reilly Media; 1st edition (April 30, 2019)
Language : English
Paperback : 390 pages
ISBN-10 : 1492031089
ISBN-13 : 978-1492031086
Item Weight : 1.8 pounds
Dimensions : 7 x 0.7 x 9.1 inches",Na,Na,Na,Na
172,CASP+ CompTIA Advanced Security Practitioner Certification Kit: Exam CAS-004,Jeff T. Parker,5 out of 5,1 rating,$61.99,Na,Certification,"Publisher : Sybex; 4th edition (October 18, 2022)
Language : English
ISBN-10 : 1119872952
ISBN-13 : 978-1119872955
Item Weight : 3.25 pounds
Dimensions : 7.3 x 1.4 x 9.2 inches",Na,Na,Na,Na
173,"Intro to Python for Computer Science and Data Science: Learning to Program with AI, Big Data and The Cloud",Paul Deitel,4.7 out of 5,297 ratings,$98.33,Na,Networking & Cloud Computing,"Publisher : Pearson; 1st edition (February 15, 2019)
Language : English
Paperback : 880 pages
ISBN-10 : 0135404673
ISBN-13 : 978-0135404676
Item Weight : 2.83 pounds
Dimensions : 7 x 1.45 x 9.1 inches",Na,#1 Best Seller,in Prolog Programming,Na
174,(ISC)2 CCSP Certified Cloud Security Professional Official Practice Tests,Mike Chapple,4.3 out of 5,11 ratings,$34.99,Na,Certification,"Publisher : Sybex; 3rd edition (October 25, 2022)
Language : English
Paperback : 320 pages
ISBN-10 : 1119909406
ISBN-13 : 978-1119909408
Item Weight : 1.05 pounds
Dimensions : 7.3 x 0.9 x 9.1 inches",,Na,Na,Na
175,"Think Like a UX Researcher: How to Observe Users, Influence Design, and Shape Business Strategy",David Travis,4.6 out of 5,201 ratings,$59.99,Na,Computer Science,"Publisher : CRC Press; 1st edition (January 24, 2019)
Language : English
Paperback : 294 pages
ISBN-10 : 1138365297
ISBN-13 : 978-1138365292
Item Weight : 1.5 pounds
Dimensions : 6 x 0.69 x 9 inches",Na,Na,Na,Na
176,iPhone For Dummies,Edward C. Baig,4.5 out of 5,7 ratings,$28.04,Na,Operating Systems,"Publisher : For Dummies; 14th edition (November 23, 2022)
Language : English
Paperback : 416 pages
ISBN-10 : 1119912814
ISBN-13 : 978-1119912811
Item Weight : 1.75 pounds
Dimensions : 7.3 x 0.9 x 9.2 inches",Na,Na,Na,Na
177,New Perspectives MicrosoftOffice 365 & Office 2019 Introductory (MindTap Course List),Patrick Carey,4.4 out of 5,200 ratings,$126.48,$15.38,Programming,"Publisher : Cengage Learning; 1st edition (March 5, 2019)
Language : English
Paperback : 1032 pages
ISBN-10 : 0357025741
ISBN-13 : 978-0357025741
Item Weight : 4.3 pounds
Dimensions : 8.5 x 1 x 11 inches",,Na,Na,Na
178,31 Days Before your CCNA Exam: A Day-By-Day Review Guide for the CCNA 200-301 Certification Exam,Allan Johnson,4.6 out of 5,289 ratings,$39.99,Na,Certification,"Publisher : Cisco Press; 1st edition (April 3, 2020)
Language : English
Paperback : 464 pages
ISBN-10 : 0135964083
ISBN-13 : 978-0135964088
Item Weight : 1.35 pounds
Dimensions : 6 x 1.35 x 8.95 inches",Na,Na,Na,Na
179,"Information Theory, Inference and Learning Algorithms",David J. C. MacKay,4.6 out of 5,149 ratings,$70.73,$38.16,Computer Science,"Publisher : Cambridge University Press; Illustrated edition (October 6, 2003)
Language : English
Hardcover : 640 pages
ISBN-10 : 0521642981
ISBN-13 : 978-0521642989
Item Weight : 3.36 pounds
Dimensions : 7.8 x 1.5 x 9.8 inches",,Na,Na,Na
180,The Pentester BluePrint: Starting a Career as an Ethical Hacker,Phillip L. Wylie,4.6 out of 5,457 ratings,$20.49,Na,Networking & Cloud Computing,"Publisher : Wiley; 1st edition (November 6, 2020)
Language : English
Paperback : 192 pages
ISBN-10 : 1119684307
ISBN-13 : 978-1119684305
Item Weight : 8.8 ounces
Dimensions : 6 x 0.44 x 9 inches",Na,Na,Na,Na
181,Final Cut Pro Efficient Editing: A step-by-step guide to smart video editing with FCP 10.6,Iain Anderson,4.5 out of 5,116 ratings,$76.99,Na,Operating Systems,"Publisher : Packt Publishing (October 30, 2020)
Language : English
Paperback : 796 pages
ISBN-10 : 1839213248
ISBN-13 : 978-1839213243
Item Weight : 2.96 pounds
Dimensions : 7.5 x 1.87 x 9.25 inches",Na,Na,Na,Na
182,"Data Mining for Business Analytics: Concepts, Techniques, and Applications in R",Galit Shmueli,4.3 out of 5,144 ratings,$116.00,Na,Software,"Publisher : Wiley; 1st edition (September 5, 2017)
Language : English
Hardcover : 576 pages
ISBN-10 : 1118879368
ISBN-13 : 978-1118879368
Item Weight : 3.01 pounds
Dimensions : 6.9 x 1.2 x 10.1 inches",Na,Na,Na,Na
183,Flask Web Development: Developing Web Applications with Python,Miguel Grinberg,4.5 out of 5,241 ratings,$39.99,Na,Programming,"Publisher : O'Reilly Media; 2nd edition (April 24, 2018)
Language : English
Paperback : 312 pages
ISBN-10 : 1491991739
ISBN-13 : 978-1491991732
Item Weight : 1.01 pounds
Dimensions : 7 x 0.66 x 9.19 inches",,Na,Na,Na
184,"Atlas of AI: Power, Politics, and the Planetary Costs of Artificial Intelligence",Kate Crawford,4.4 out of 5,272 ratings,$17.99,Na,Industries,"Publisher : Yale University Press (August 16, 2022)
Language : English
Paperback : 336 pages
ISBN-10 : 0300264631
ISBN-13 : 978-0300264630
Item Weight : 12.6 ounces
Dimensions : 5.56 x 0.97 x 8.43 inches",Na,Na,Na,Na
185,Become an Effective Software Engineering Manager: How to Be the Leader Your Development Team Needs,Dr. James Stanier,4.6 out of 5,207 ratings,$37.99,Na,Management & Leadership,"Publisher : Pragmatic Bookshelf; 1st edition (June 30, 2020)
Language : English
Paperback : 398 pages
ISBN-10 : 1680507249
ISBN-13 : 978-1680507249
Item Weight : 1.71 pounds
Dimensions : 7.5 x 0.82 x 9.25 inches",Na,Na,Na,Na
186,"Modern CMake for C++: Discover a better approach to building, testing, and packaging your software",Rafal Swidzinski,4.3 out of 5,37 ratings,$37.21,Na,Programming,"Publisher : Packt Publishing (February 28, 2022)
Language : English
Paperback : 460 pages
ISBN-10 : 1801070059
ISBN-13 : 978-1801070058
Item Weight : 1.73 pounds
Dimensions : 7.5 x 1.04 x 9.25 inches",Na,Na,Na,Na
187,Learn C# in One Day and Learn It Well: C# for Beginners with Hands-on Project (Learn Coding Fast with Hands-On Project),Jamie Chan,4.5 out of 5,"1,467 ratings",$11.67,Na,Programming,"Publisher : CreateSpace Independent Publishing Platform; Revised edition (October 27, 2015)
Language : English
Paperback : 160 pages
ISBN-10 : 1518800270
ISBN-13 : 978-1518800276
Item Weight : 3.53 ounces
Dimensions : 6 x 0.37 x 9 inches",Na,Na,Na,Book 3 of 7: Learn Coding Fast with Hands-On Project
188,"Mastering Shiny: Build Interactive Apps, Reports, and Dashboards Powered by R",Hadley Wickham,4.8 out of 5,88 ratings,$37.99,Na,Databases & Big Data,"Publisher : O'Reilly Media; 1st edition (May 25, 2021)
Language : English
Paperback : 372 pages
ISBN-10 : 1492047384
ISBN-13 : 978-1492047384
Item Weight : 1.75 pounds
Dimensions : 7.01 x 1.01 x 9.17 inches",Na,Na,Na,Na
189,"Mastering Palo Alto Networks: Build, configure, and deploy network solutions for your infrastructure using features of PAN-OS, 2nd Edition",Tom Piens aka 'reaper',4.9 out of 5,34 ratings,$44.99,Na,Networking & Cloud Computing,"Publisher : Packt Publishing (June 8, 2022)
Language : English
Paperback : 636 pages
ISBN-10 : 1803241411
ISBN-13 : 978-1803241418
Item Weight : 2.38 pounds
Dimensions : 7.5 x 1.44 x 9.25 inches",Na,Na,Na,Na
190,"Head First Java, 2nd Edition",Kathy Sierra,4.4 out of 5,"1,894 ratings",$53.97,Na,Programming,"Publisher : O'Reilly Media; 2nd edition (March 15, 2005)
Language : English
Paperback : 688 pages
ISBN-10 : 0596009208
ISBN-13 : 978-0596009205
Item Weight : 2.6 pounds
Dimensions : 8 x 1.48 x 9.25 inches",,Na,Na,Part of: Head First (26 books)
191,Zoom For Dummies (For Dummies (Computer/Tech)),Phil Simon,4.3 out of 5,728 ratings,$15.95,Na,Skills,"Publisher : For Dummies; 1st edition (August 11, 2020)
Language : English
Paperback : 400 pages
ISBN-10 : 1119742145
ISBN-13 : 978-1119742142
Item Weight : 1.75 pounds
Dimensions : 7.38 x 0.91 x 9.25 inches",Na,Na,Na,Na
192,The Apollo Guidance Computer: Architecture and Operation (Springer Praxis Books),Frank O'Brien,4.8 out of 5,274 ratings,$44.99,Na,Engineering,"Publisher : Praxis; 2010th edition (July 12, 2010)
Language : English
Paperback : 430 pages
ISBN-10 : 1441908765
ISBN-13 : 978-1441908766
Item Weight : 1.71 pounds
Dimensions : 6.61 x 1.04 x 9.45 inches",Na,Na,Na,Part of: Springer Praxis Books (177 books)
193,Java Concurrency in Practice,Brian Goetz,4.7 out of 5,653 ratings,$46.49,Na,Programming Languages,"Publisher : Addison-Wesley Professional; 1st edition (May 9, 2006)
Language : English
Paperback : 432 pages
ISBN-10 : 0321349601
ISBN-13 : 978-0321349606
Item Weight : 1.52 pounds
Dimensions : 7 x 1.2 x 9.2 inches",,Na,Na,Na
194,Software Architecture in Practice (SEI Series in Software Engineering),Len Bass,4.6 out of 5,40 ratings,$47.99,$24.01,Programming,"Publisher : Addison-Wesley Professional; 4th edition (August 3, 2021)
Language : English
Hardcover : 464 pages
ISBN-10 : 0136886094
ISBN-13 : 978-0136886099
Item Weight : 2.03 pounds
Dimensions : 7.4 x 1.15 x 9.4 inches",,Na,Na,Na
195,Head First Python: A Brain-Friendly Guide,Paul Barry,4.6 out of 5,896 ratings,$49.77,Na,Programming,"Publisher : O'Reilly Media; 2nd edition (December 27, 2016)
Language : English
Paperback : 622 pages
ISBN-10 : 1491919531
ISBN-13 : 978-1491919538
Item Weight : 2.68 pounds
Dimensions : 8 x 1.3 x 9.2 inches",,Na,Na,Na
196,AWS Certified Developer Official Study Guide: Associate (DVA-C01) Exam,Nick Alteen,4.5 out of 5,283 ratings,$33.61,Na,Networking & Cloud Computing,"Publisher : Sybex; 1st edition (September 24, 2019)
Language : English
Paperback : 992 pages
ISBN-10 : 1119508193
ISBN-13 : 978-1119508199
Item Weight : 3.54 pounds
Dimensions : 7.3 x 2.2 x 9.2 inches",Na,Na,Na,Na
197,Coding with JavaScript For Dummies,Chris Minnick,4.5 out of 5,334 ratings,$18.89,Na,Programming,"Publisher : For Dummies; 1st edition (May 26, 2015)
Language : English
Paperback : 368 pages
ISBN-10 : 1119056071
ISBN-13 : 978-1119056072
Item Weight : 1.47 pounds
Dimensions : 7.3 x 0.9 x 9 inches",Na,Na,Na,Na
198,"Core Java: Fundamentals, Volume 1 (Oracle Press Java)",Cay Horstmann,4.7 out of 5,39 ratings,$54.49,$27.25,Programming Languages,"Publisher : Oracle Press; 12th edition (December 21, 2021)
Language : English
Paperback : 944 pages
ISBN-10 : 0137673620
ISBN-13 : 978-0137673629
Item Weight : 3.59 pounds
Dimensions : 7 x 2 x 9.1 inches",,Na,Na,Na
199,Programming TypeScript: Making Your JavaScript Applications Scale,Boris Cherny,4.6 out of 5,245 ratings,$29.49,Na,Programming,"Publisher : O'Reilly Media; 1st edition (May 23, 2019)
Language : English
Paperback : 324 pages
ISBN-10 : 1492037656
ISBN-13 : 978-1492037651
Item Weight : 1.1 pounds
Dimensions : 7.01 x 0.67 x 9.17 inches",,Na,Na,Na
200,Signals and Systems,Alan Oppenheim,4.3 out of 5,195 ratings,$213.32,$14.95,Hardware & DIY,"Publisher : Pearson; 2nd edition (August 6, 1996)
Language : English
Hardcover : 1000 pages
ISBN-10 : 0138147574
ISBN-13 : 978-0138147570
Item Weight : 3.59 pounds
Dimensions : 7.7 x 1.5 x 9.5 inches",,Na,Na,Part of: Prentice-Hall Signal Processing Series (2 books)
201,Thinking Clearly with Data: A Guide to Quantitative Reasoning and Analysis,Ethan Bueno de Mesquita,4.4 out of 5,44 ratings,$28.49,Na,Databases & Big Data,"Publisher : Princeton University Press (November 16, 2021)
Language : English
Paperback : 400 pages
ISBN-10 : 0691214352
ISBN-13 : 978-0691214351
Reading age : 1 year and up
Item Weight : 1.55 pounds
Dimensions : 7 x 1 x 9.75 inches",Na,Na,Na,Na
202,G Suite For Dummies (For Dummies (Computer/Tech)),Paul McFedries,4.4 out of 5,223 ratings,$20.99,Na,Software,"Publisher : For Dummies; 1st edition (August 25, 2020)
Language : English
Paperback : 464 pages
ISBN-10 : 111974217X
ISBN-13 : 978-1119742173
Item Weight : 1.38 pounds
Dimensions : 7.2 x 1.2 x 9.2 inches",,Na,Na,Na
203,"Power Pivot and Power BI: The Excel User's Guide to DAX, Power Query, Power BI & Power Pivot in Excel 2010-2016",Avichal Singh,4.5 out of 5,873 ratings,$24.49,Na,Software,"Publisher : Holy Macro! Books; Second edition (December 1, 2021)
Language : English
Paperback : 308 pages
ISBN-10 : 1615470751
ISBN-13 : 978-1615470754
Item Weight : 1.64 pounds
Dimensions : 8.25 x 0.6 x 10.5 inches",Na,Na,Na,Na
204,Automate the Boring Stuff with Python: Practical Programming for Total Beginners,Al Sweigart,4.7 out of 5,"1,420 ratings",$45.00,Na,Programming,"Publisher : No Starch Press; 1st edition (May 1, 2015)
Language : English
Paperback : 504 pages
ISBN-10 : 1593275994
ISBN-13 : 978-1593275990
Item Weight : 2.14 pounds
Dimensions : 7 x 1.19 x 9.25 inches",Na,Na,Na,Na
205,Engineering Graphics Essentials 5th Edition (Including unique access code),Kirstie Plantenburg,4.5 out of 5,110 ratings,$59.31,$36.74,Home Improvement & Design,"Publisher : SDC Publications; 5th edition (September 22, 2016)
Language : English
Paperback : 624 pages
ISBN-10 : 1630570524
ISBN-13 : 978-1630570521
Item Weight : 16 ounces
Dimensions : 8.5 x 1.5 x 11 inches",,Na,Na,Na
206,C++ Programming: Program Design Including Data Structures (MindTap Course List),D. S. Malik,4.4 out of 5,169 ratings,$182.59,$47.41,Programming Languages,"Publisher : Cengage Learning; 8th edition (April 12, 2017)
Language : English
Paperback : 1728 pages
ISBN-10 : 1337117560
ISBN-13 : 978-1337117562
Item Weight : 5.45 pounds
Dimensions : 7.75 x 2.5 x 9.25 inches",,Na,Na,Na
207,ITIL(R) Foundation Essentials ITIL 4 Edition: The ultimate revision guide,Claire Agutter,4.5 out of 5,226 ratings,$13.00,Na,Social Sciences,"Publisher : Itgp; 2nd Two ed. edition (April 9, 2020)
Language : English
Paperback : 92 pages
ISBN-10 : 1787782131
ISBN-13 : 978-1787782136
Item Weight : 3.52 ounces
Dimensions : 5.08 x 0.19 x 7.8 inches",Na,Na,Na,Na
